SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_1300_11,844350,11042700,418543,2735800,32339330,369200,19435114,209600,19437095,265800,22968,256000,
seq_1300_12,844350,11240900,422765,3465200,32366972,396600,19452644,192700,19453794,259400,22955,255300,
seq_1300_13,844350,13160000,420792,2447700,32394484,344500,19468822,191400,19470204,323800,23002,395500,
seq_1300_14,844350,11488300,420639,2291200,32422066,323000,19485873,184000,19488018,216500,22949,257100,
seq_1300_15,844350,11891200,417264,2223200,32449670,328900,19501995,187900,19504064,218700,23048,255800,
seq_1300_16,844350,10479300,417961,2304600,32477272,326500,19518235,182300,19520800,223000,22977,308200,
seq_1300_17,844350,11343600,414723,2318100,32504884,316000,19534344,189200,19538344,245600,23000,255400,
seq_1300_18,844350,11442800,412020,2266900,32532596,327000,19552789,227100,19556052,220500,22969,256100,
seq_1300_19,844350,10812300,423618,2716700,32560138,315400,19569837,183600,19572467,251800,22950,253700,
seq_1300_20,844350,11486500,416807,2389400,32587738,337000,19587126,193700,19588639,210400,22965,255900,
seq_1300_21,844350,11452600,426014,2266700,32615324,325100,19603062,176800,19607264,232500,22969,255600,
seq_1300_22,844350,11593300,421042,2384500,32642802,400300,19620749,202200,19624121,221100,23003,263400,
seq_1300_23,844350,11165300,425625,2667800,32670424,322900,19637037,191000,19641066,223100,22950,254200,
seq_1300_24,844350,11453600,426857,2485500,32697984,329700,19654565,194300,19656909,218400,22936,257600,
seq_1300_25,844350,11447500,427330,2369800,32725568,316800,19670850,186000,19672306,248000,23002,254800,
seq_1300_26,844350,10919700,431661,2461800,32753086,771700,19687140,443800,19687996,299000,22925,266900,
seq_1300_27,844350,11554200,413447,2282400,32780712,327800,19704091,228800,19705151,229100,22984,254900,
seq_1300_28,844350,11291700,421846,2513500,32808260,325000,19720232,188300,19723126,293100,22970,262600,
seq_1300_29,844350,11052800,418337,3756900,32835872,410400,19737481,309900,19739233,283200,22980,372100,
seq_1300_30,844350,11423700,431132,2342500,32863408,323200,19753639,182500,19755084,267800,22952,254200,
seq_1300_31,844350,14235100,405901,2485300,32891038,376300,19769304,195000,19771525,288200,22975,287200,
seq_1300_32,844350,11533400,433168,2270200,32918522,320900,19785757,183600,19789354,223600,22861,255600,
seq_1300_33,844350,11730600,431733,2508800,32946046,424400,19802378,183500,19805742,333300,23006,303000,
seq_1300_34,844350,11441700,425829,2719000,32973628,425700,19819308,263500,19822423,218200,22924,254100,
seq_1300_35,844350,11819300,413313,2361100,33001206,313700,19835571,183200,19838244,211700,22973,254600,
seq_1300_36,844350,10848700,414989,2328800,33028776,370400,19852461,249400,19855540,234300,22945,240400,
seq_1300_37,844350,10967700,418613,2484700,33056352,298300,19869277,177200,19873006,217900,23041,257100,
seq_1300_38,844350,11824800,428394,2331200,33084028,325900,19885473,184500,19892105,238400,23037,254900,
seq_1300_39,844350,10869700,417219,2485300,33111584,313900,19901611,254000,19909759,219300,22924,253700,
seq_1300_40,844350,11100600,424818,2580600,33139110,348000,19917388,185800,19925986,223500,22920,337900,
seq_1300_41,844350,12159200,427684,2559400,33166696,412800,19933704,181200,19942143,214900,22936,292400,
seq_1300_42,844350,12177200,435897,2647100,33194262,352200,19949406,187900,19958405,214200,22894,263100,
seq_1300_43,844350,11500500,427728,2728100,33221760,323500,19965793,198100,19975277,245500,22956,289200,
seq_1300_44,844350,12011100,416931,2387400,33249380,344700,19982028,243400,19992872,242800,22971,266400,
seq_1300_45,844350,11684600,422287,2421000,33276942,326200,19998456,191900,20010499,236400,22974,262900,
seq_1300_46,844350,11012600,420646,3794300,33304536,543500,20015781,385200,20027208,390200,22928,445600,
seq_1300_47,844350,11470900,416085,2394900,33332120,349800,20032425,199200,20042798,225100,22973,289500,
seq_1300_48,844350,11232400,432292,2674700,33359702,314200,20048616,218100,20059167,228000,22891,254900,
seq_1300_49,844350,11719300,394848,2070300,33387262,326000,20065032,182500,20074945,214600,22999,254600,
seq_1300_50,844350,11930700,419919,2362400,33414832,323900,20081292,280100,20092074,281300,22970,264500,
seq_1300_51,844350,11363000,426249,2450500,33442402,349500,20098349,191900,20109144,215100,22931,328500,
seq_1300_52,844350,11508100,425905,2482700,33469868,397900,20115104,269000,20125564,217900,22884,254100,
seq_1300_53,844350,11080300,417305,3010500,33497524,340100,20131360,182700,20141128,214800,23023,258800,
seq_1300_54,844350,10984200,410644,2209100,33525130,321100,20147223,183800,20157709,219000,22995,255400,
seq_1300_55,844350,10952900,414909,2379100,33552612,353100,20163276,183300,20173750,216700,22952,322500,
seq_1300_56,844350,10551800,431472,2477900,33580194,327900,20179489,188400,20191826,229700,22924,262800,
seq_1300_57,844350,10822900,433725,2415400,33607792,295500,20196514,179800,20208140,203700,22959,239300,
seq_1300_58,844350,10749900,417183,2319300,33635380,325300,20213783,225900,20224821,216700,22965,254300,
seq_1300_59,844350,11133400,432253,2426500,33662906,313100,20232732,274600,20241759,270300,22903,255300,
seq_1300_60,844350,10853700,420280,2412400,33690506,321300,20250756,191800,20258230,216400,22981,254500,
seq_1300_61,844350,10879400,429238,3038000,33718076,371800,20266795,186200,20274273,220000,22983,329600,
seq_1300_62,844350,13088600,423845,2355000,33745684,346500,20283094,229700,20292027,230900,22921,262400,
seq_1300_63,844350,12061000,440619,2532400,33773266,409500,20299024,184700,20309290,213100,22923,252200,
seq_1300_64,844350,11461300,430928,2388300,33800850,354000,20316190,274600,20326007,310500,22924,292400,
seq_1300_65,844350,10929900,435074,2783300,33828418,313300,20333026,197900,20342304,209000,22964,254500,
seq_1300_66,844350,11127300,416037,2289700,33855966,385700,20350952,180800,20358387,214000,22891,292400,
seq_1300_67,844350,11095400,421998,2356100,33883532,324200,20369015,266300,20374739,235200,22923,253400,
seq_1300_68,844350,11543800,415749,2234000,33911078,403700,20385758,187500,20393397,235800,22953,328000,
seq_1300_69,844350,11107800,425056,2385700,33938540,329200,20402965,187800,20409973,271800,22992,255500,
seq_1300_70,844350,11208300,414140,2281100,33966178,444000,20420436,424800,20426431,222700,22969,308000,
seq_1300_71,844350,11519500,404620,2194600,33993770,337400,20437521,267700,20443951,310100,22977,374400,
seq_1300_72,844350,12115600,406366,2230900,34021360,321000,20454428,187900,20461855,225400,23019,293500,
seq_1300_73,844350,11805500,423151,3378300,34048924,341900,20470346,284200,20478298,237600,22955,380100,
seq_1300_74,844350,11605400,412954,2322700,34076540,322200,20488097,198000,20494657,219400,22956,295100,
seq_1300_75,844350,11065100,424990,2335700,34104074,413800,20503862,175900,20512880,221600,22971,297400,
seq_1300_76,844350,10918700,420763,2364800,34131628,312900,20521643,234300,20528321,224100,22887,254600,
seq_1300_77,844350,10937700,412518,2488500,34159198,356100,20538347,186200,20546520,325000,22986,271800,
seq_1300_78,844350,11622000,422192,2396300,34186788,326200,20555071,185600,20564075,220600,22962,255500,
seq_1300_79,844350,10859700,424558,2262700,34214390,296000,20571821,171400,20581835,212300,22926,276900,
seq_1300_80,844350,11164300,419399,2681500,34241908,444900,20589694,199400,20597736,307500,22949,255300,
seq_1300_81,844350,11333100,420159,2237200,34269458,409000,20605500,178000,20613232,213800,22964,275300,
seq_1300_82,844350,11143300,417211,2424000,34297032,338500,20623749,473700,20630913,389400,22917,297900,
seq_1300_83,844350,11533300,426064,3077400,34324604,333800,20640743,223400,20646793,259500,22955,285000,
seq_1300_84,844350,11310500,418514,2229400,34352120,501400,20656896,290400,20663376,310700,22995,310400,
seq_1300_85,844350,11248600,430610,2255100,34379770,359700,20673758,184500,20680699,221600,22922,255000,
seq_1300_86,844350,11337700,430964,2594000,34407282,363200,20690559,187500,20698271,223400,22940,306300,
seq_1300_87,844350,11312100,426444,2398500,34434906,320200,20706538,181800,20716442,301400,22959,254500,
seq_1300_88,844350,11558500,432933,2499300,34462482,313300,20723897,297400,20732968,229700,22942,253900,
seq_1300_89,844350,10868000,432696,2702100,34490032,386600,20741813,188000,20749573,224700,22967,342900,
seq_1300_90,844350,12673700,422484,2464300,34517560,317600,20757502,176800,20766307,218700,22978,301400,
seq_1300_91,844350,11490600,428286,2617100,34545058,555500,20773493,345000,20782635,372400,22986,378300,
seq_1300_92,844350,12046600,431756,2950600,34572646,323200,20791124,191500,20798969,220600,22959,271200,
seq_1300_93,844350,11438000,409689,2536600,34600204,343000,20807551,187900,20818862,289700,22938,306300,
seq_1300_94,844350,11250800,423533,2327100,34627772,373200,20823961,188600,20834849,219000,22943,301100,
seq_1300_95,844350,11155300,429440,2846200,34655358,329200,20840525,359600,20851716,215000,22967,340700,
seq_1300_96,844350,11713800,431744,2422400,34682876,315600,20856974,223600,20868435,219300,22931,253600,
seq_1300_97,844350,11475400,404528,2290000,34710428,313400,20874466,190500,20885817,264400,22979,255200,
seq_1300_98,844350,11165500,424361,2377000,34737966,372900,20890721,185400,20903522,229900,22940,256800,
seq_1300_99,844350,10799100,423326,2277700,34765534,369700,20908377,180300,20919499,197900,22972,259500,
seq_1350_0,910575,11957200,460935,2697700,34794272,508600,20926069,364800,20936135,384200,23975,502100,
seq_1350_1,910575,12922300,448864,2481300,34823132,331300,20943658,200500,20953335,267700,23984,265400,
seq_1350_2,910575,11917000,460356,3362900,34851924,366500,20962646,207100,20969958,265500,23985,274700,
seq_1350_3,910575,12292700,465328,3011100,34880732,427100,20979958,192000,20987497,303000,23984,351800,
seq_1350_4,910575,12948000,459247,2556200,34909494,370600,20997019,195600,21005085,265100,23974,276200,
seq_1350_5,910575,12083700,447997,2597700,34938170,488100,21014264,207700,21022508,265800,23988,267100,
seq_1350_6,910575,12341300,468034,2557100,34966890,352900,21030620,192800,21039198,221900,24015,267500,
seq_1350_7,910575,12261800,453748,2681600,34995708,403400,21047541,200000,21056569,235500,23930,312100,
seq_1350_8,910575,12250000,452758,2479200,35024528,448100,21065427,188300,21074263,225800,24056,266900,
seq_1350_9,910575,12413000,457999,2482100,35053330,391600,21081765,187900,21091139,226600,23986,265000,
seq_1350_10,910575,12203800,461701,2891600,35082206,350900,21098239,189700,21107974,265100,24006,265900,
seq_1350_11,910575,12471700,471870,2680400,35111014,337200,21116102,273500,21123950,232100,24048,295100,
seq_1350_12,910575,11998600,459335,2445100,35139730,573900,21133104,264600,21141437,263800,23990,265900,
seq_1350_13,910575,12573700,454177,2549300,35168522,330700,21150381,191900,21158022,418300,24035,328900,
seq_1350_14,910575,12342700,461398,2452300,35197318,345400,21167601,191500,21176687,226700,24038,306900,
seq_1350_15,910575,12072400,462889,2606300,35226072,441100,21185035,200900,21194010,239800,23948,313600,
seq_1350_16,910575,12857400,442205,2588500,35254898,331800,21202560,194800,21211063,229800,24064,340500,
seq_1350_17,910575,12239500,457265,2449200,35283716,342200,21222596,209100,21228105,229400,23980,268300,
seq_1350_18,910575,12169700,460533,2713500,35312430,341700,21239958,196700,21246345,246000,23973,272400,
seq_1350_19,910575,12598500,461755,2658300,35341162,342800,21257707,422900,21265205,467700,24002,323900,
seq_1350_20,910575,12689200,462110,2456100,35369954,330000,21274721,317200,21283356,256700,23976,275800,
seq_1350_21,910575,12038100,454582,3935400,35398742,589400,21292117,264300,21299771,292700,23935,357400,
seq_1350_22,910575,12656900,463282,2426900,35427550,329400,21308725,190200,21319568,236000,24008,356600,
seq_1350_23,910575,12715800,469081,2661800,35456226,425600,21326981,204400,21336944,229200,24034,266000,
seq_1350_24,910575,13935500,457201,2516700,35484964,316800,21342905,173000,21354099,417700,24001,401300,
seq_1350_25,910575,12253700,459472,2666000,35513732,392600,21359907,186800,21370310,220200,23949,303300,
seq_1350_26,910575,11557500,456341,2653100,35542414,336300,21376293,351300,21386746,282700,24059,266400,
seq_1350_27,910575,11989700,456946,2595000,35571200,352600,21395211,199100,21403663,256500,24006,266100,
seq_1350_28,910575,12188700,454279,2525500,35599990,339200,21413683,187600,21420547,353600,23960,565600,
seq_1350_29,910575,12954100,454473,2635200,35628754,353200,21431194,192100,21438942,272000,23983,265700,
seq_1350_30,910575,12451300,457975,2433500,35657492,336200,21449393,339500,21455841,332800,23961,351900,
seq_1350_31,910575,13111500,453732,2714500,35686270,348800,21466839,191300,21473243,303900,23998,274800,
seq_1350_32,910575,11844600,459956,2789700,35715052,336700,21483794,190800,21490693,229100,24005,267000,
seq_1350_33,910575,11702100,457152,2406000,35743842,398000,21502009,196300,21509044,344600,24002,318200,
seq_1350_34,910575,11876700,455150,2661300,35772670,766500,21519777,355400,21526748,485400,23975,656000,
seq_1350_35,910575,12066200,471776,2507000,35801416,329300,21537029,185400,21543558,221200,24011,264700,
seq_1350_36,910575,12904900,449932,2712000,35830154,373500,21554390,220000,21559673,231800,23987,274500,
seq_1350_37,910575,12341900,476897,2610000,35859030,330900,21571317,194100,21576974,226200,23968,264600,
seq_1350_38,910575,11656100,449886,3213400,35887802,349400,21587821,192000,21595708,241700,23954,402200,
seq_1350_39,910575,12547900,447582,2527800,35916510,330000,21605060,228400,21612060,221500,24021,266400,
seq_1350_40,910575,12048000,460301,2736700,35945270,346700,21622400,269200,21629902,249400,24008,393200,
seq_1350_41,910575,11938700,460949,2671900,35974040,329300,21639146,232500,21646862,225700,23980,265200,
seq_1350_42,910575,9897300,460967,2600100,36002726,324700,21658101,183900,21664097,245500,24030,244400,
seq_1350_43,910575,12393400,454297,2649300,36031524,337000,21676000,216200,21680583,258200,23973,268300,
seq_1350_44,910575,11671000,452816,3010000,36060288,350800,21692737,192100,21699854,240400,23939,374200,
seq_1350_45,910575,11894600,461514,2551300,36089070,385500,21709928,191600,21719406,234000,24006,265300,
seq_1350_46,910575,12302800,457246,2912600,36117886,464600,21726587,344000,21736792,304100,23974,427800,
seq_1350_47,910575,14258700,454118,2762200,36146628,337800,21743733,193600,21754530,345500,23965,265600,
seq_1350_48,910575,12958200,455284,2981400,36175340,336600,21760900,259300,21770979,322500,23958,265800,
seq_1350_49,910575,13170100,450214,2464700,36204126,625500,21777972,296700,21789036,395900,23992,496300,
seq_1350_50,910575,12199400,467623,2485800,36232924,350800,21795204,231300,21806483,226100,23942,265400,
seq_1350_51,910575,11902100,453255,2474800,36261734,432000,21812045,191300,21823404,301900,24018,320300,
seq_1350_52,910575,12279500,462851,2598200,36290518,346700,21828990,192500,21840004,242200,23954,265300,
seq_1350_53,910575,12094200,460871,2624800,36319316,335400,21846722,190900,21856694,257300,23994,266700,
seq_1350_54,910575,12265500,456415,2839900,36348104,368700,21864621,201900,21874203,225700,24010,268000,
seq_1350_55,910575,12766200,451618,2687800,36376874,336700,21880446,187100,21891345,225500,23987,265300,
seq_1350_56,910575,12985600,434400,2328800,36405600,422300,21896731,186300,21909384,240300,24015,400400,
seq_1350_57,910575,13469800,457242,2621700,36434458,343400,21914116,188300,21926387,226400,23981,267200,
seq_1350_58,910575,13825500,457319,2751000,36463230,331800,21931631,192400,21943706,312700,23980,354800,
seq_1350_59,910575,12230800,450258,2561700,36492032,341200,21948624,233700,21960647,221400,24000,265600,
seq_1350_60,910575,11916400,454127,3341300,36520788,736500,21966520,470100,21977723,382700,23939,387700,
seq_1350_61,910575,13741500,455729,2978600,36549620,495100,21983317,236600,21996783,293700,23940,274600,
seq_1350_62,910575,13262300,447091,2966400,36578366,356200,22001360,203300,22013231,234200,23922,420700,
seq_1350_63,910575,12767100,471397,3096700,36607100,416900,22018634,211800,22030582,244800,24005,302900,
seq_1350_64,910575,13104400,462028,3103800,36635882,459700,22036542,193000,22048174,233000,23948,313700,
seq_1350_65,910575,11744700,462392,3145100,36664678,370400,22053926,192800,22066841,243800,24043,301000,
seq_1350_66,910575,12735500,453668,2503100,36693414,367200,22071029,235400,22083990,237800,24030,274400,
seq_1350_67,910575,11647300,457625,2735900,36722140,372600,22088853,269900,22103426,299900,24074,265800,
seq_1350_68,910575,12530400,445625,2547000,36750832,356600,22105842,228900,22122850,225500,23970,265400,
seq_1350_69,910575,11675300,466776,2713800,36779550,401800,22121704,203800,22141051,284600,23947,263800,
seq_1350_70,910575,12554300,443448,2323800,36808326,355400,22138833,189200,22158976,225800,24070,304200,
seq_1350_71,910575,11600200,463877,3334600,36837134,386400,22156674,209900,22176409,234800,23981,274000,
seq_1350_72,910575,11901200,454464,2573000,36865996,353100,22173343,187300,22194084,230000,23999,265600,
seq_1350_73,910575,12443600,453953,2391000,36894790,362100,22190136,189200,22213820,223100,23979,265900,
seq_1350_74,910575,12542200,449419,2704600,36923602,331400,22206575,190600,22232463,226500,24014,265800,
seq_1350_75,910575,12583400,453014,2461900,36952444,332600,22226622,211900,22251054,235000,24055,269700,
seq_1350_76,910575,13414600,446843,2546100,36981242,347600,22245299,212100,22270564,417200,24061,675300,
seq_1350_77,910575,12689600,449845,2568500,37010032,332200,22264118,203900,22287960,233600,24027,266100,
seq_1350_78,910575,11715900,454980,2692800,37038804,342500,22280489,243300,22305252,219300,24041,265100,
seq_1350_79,910575,12851000,443344,2607800,37067532,329500,22299779,207200,22325729,292200,24006,266600,
seq_1350_80,910575,13567700,441193,2872700,37096262,399400,22317392,184800,22342446,219400,23974,304400,
seq_1350_81,910575,11629500,454270,2347600,37124988,337700,22334161,184800,22359694,213600,24024,372600,
seq_1350_82,910575,12289100,449922,2795400,37153720,343200,22350475,190100,22377141,269200,24005,265100,
seq_1350_83,910575,12336100,449997,2493800,37182494,330300,22367893,193000,22393614,267300,23993,266900,
seq_1350_84,910575,11640200,447582,3727200,37211282,401000,22385247,198800,22409829,349400,24025,338400,
seq_1350_85,910575,12541000,459475,2597900,37240076,385900,22403490,195500,22427600,231500,23962,274100,
seq_1350_86,910575,11821100,457104,2692900,37268814,456300,22422856,202400,22445056,232600,24002,305200,
seq_1350_87,910575,12443700,446959,2485400,37297606,365800,22439624,195600,22461403,267300,24016,277400,
seq_1350_88,910575,11506700,451410,3650300,37326338,351000,22456943,230200,22478664,231000,24026,265800,
seq_1350_89,910575,11900700,449678,2477100,37355076,374500,22474340,190500,22495535,226000,23978,267500,
seq_1350_90,910575,11735300,455378,2481500,37383880,425800,22490564,218800,22514584,233000,24013,265400,
seq_1350_91,910575,12857200,464522,2691800,37412718,339100,22508542,233400,22530988,321900,23979,266800,
seq_1350_92,910575,12825000,477915,2814300,37441546,543800,22524439,190100,22547424,266500,23988,267200,
seq_1350_93,910575,12443200,470675,2621400,37470394,378100,22541585,191800,22563425,222000,23945,265100,
seq_1350_94,910575,12048500,474839,2798700,37499142,361900,22559033,187700,22582246,298800,23896,320300,
seq_1350_95,910575,12845100,455609,2554000,37527854,370400,22576672,194800,22599467,226900,23996,303400,
seq_1350_96,910575,11787700,461090,2612100,37556604,367000,22592965,187700,22617888,224000,24031,266300,
seq_1350_97,910575,11675200,448370,2650500,37585354,352100,22609897,196600,22634898,273200,24013,275000,
seq_1350_98,910575,12012200,449035,2388900,37614110,329600,22627517,189500,22651803,221100,24060,268300,
seq_1350_99,910575,12085500,469003,2454900,37642914,343800,22646179,206900,22668050,220100,23898,264300,
seq_1400_0,979300,13093100,492839,2870200,37672944,364000,22666419,284500,22684921,225500,25011,276900,
seq_1400_1,979300,13361700,502713,2794800,37702898,354900,22683987,201200,22703377,241500,25032,406300,
seq_1400_2,979300,13190900,491918,2825000,37732852,395300,22703378,214500,22720820,235200,25016,277300,
seq_1400_3,979300,15099200,490676,3280200,37762904,361100,22721730,280400,22738834,261600,24988,286000,
seq_1400_4,979300,13522900,496836,2775700,37792830,345100,22739254,199800,22756312,230300,25024,279800,
seq_1400_5,979300,12876500,498624,2875300,37822876,396900,22756620,204600,22773563,227400,25083,279300,
seq_1400_6,979300,12945700,485501,3023900,37852854,342900,22775413,280300,22791012,233500,25040,331700,
seq_1400_7,979300,12955900,499580,2729800,37882860,357000,22792789,203400,22810276,245900,25043,276000,
seq_1400_8,979300,12481700,496141,2819400,37912862,345200,22812029,250100,22829326,239600,24948,276000,
seq_1400_9,979300,14694700,493420,2620600,37942844,357300,22829606,203500,22848644,337700,24997,277900,
seq_1400_10,979300,13454800,485869,2779900,37972872,342900,22848637,209300,22867586,289700,25034,352500,
seq_1400_11,979300,12847900,481237,3132600,38002852,448200,22866982,224900,22885539,236000,25088,279700,
seq_1400_12,979300,13465800,486711,2663000,38032860,343600,22885855,211300,22904737,309400,25070,291400,
seq_1400_13,979300,13112500,490311,2999300,38062876,485400,22905326,267900,22922103,240500,25014,276300,
seq_1400_14,979300,13520800,502872,2865300,38092862,342000,22921813,191600,22939271,232300,25021,277200,
seq_1400_15,979300,13219800,486385,2626500,38122920,426700,22938808,202200,22957426,232500,25063,278500,
seq_1400_16,979300,12579100,494488,3038200,38152868,391000,22958850,211000,22974954,235400,24971,315200,
seq_1400_17,979300,13632600,482409,2669800,38182788,488800,22977086,205700,22992355,233400,25045,278100,
seq_1400_18,979300,13282200,490979,3287000,38212798,390000,22994561,201100,23011967,247700,25029,278600,
seq_1400_19,979300,12688600,488886,2846000,38242816,343400,23011978,329400,23029117,322800,25068,351500,
seq_1400_20,979300,12943100,484428,2572900,38272812,415900,23030797,263400,23047658,241000,25011,276400,
seq_1400_21,979300,13039000,491566,3242400,38302860,481000,23048704,277000,23065255,247100,25043,288800,
seq_1400_22,979300,13399600,499683,2535800,38332912,436000,23065733,199200,23084773,247200,25071,277100,
seq_1400_23,979300,12946500,491603,2715400,38362930,453300,23084211,205300,23103905,247600,25050,277200,
seq_1400_24,979300,13069700,489808,2616200,38392990,349800,23102075,204800,23120796,304600,25052,276500,
seq_1400_25,979300,12876100,493923,2778100,38422984,362800,23119859,238500,23137875,231500,24990,275700,
seq_1400_26,979300,12691300,491299,3126400,38452958,347700,23138399,193200,23158173,238600,25037,299100,
seq_1400_27,979300,13305200,480176,2865700,38483024,345900,23159461,248600,23175964,225600,25093,262700,
seq_1400_28,979300,12756900,477325,3422900,38513054,403200,23176487,358500,23195046,273400,25051,278400,
seq_1400_29,979300,13020800,468261,2750200,38542970,403300,23194372,197800,23213559,236700,25023,314300,
seq_1400_30,979300,14259900,499322,2906600,38572966,350000,23212693,207500,23231755,241500,24974,275800,
seq_1400_31,979300,13035400,502211,3318500,38602948,368500,23231046,201500,23250125,311700,25024,285300,
seq_1400_32,979300,13860500,479966,2593000,38632908,351400,23249313,199700,23270091,263000,25120,278100,
seq_1400_33,979300,13022600,496899,2821700,38662950,365200,23266816,203600,23288913,321300,24983,285100,
seq_1400_34,979300,13356200,494728,2782400,38692914,350300,23285998,201000,23306458,229200,25085,280100,
seq_1400_35,979300,12901500,488930,2701600,38722898,474600,23303105,202800,23324856,233500,25019,352400,
seq_1400_36,979300,12942500,472841,2716500,38752880,330000,23321768,184900,23342121,269300,25047,261400,
seq_1400_37,979300,13193000,483884,2534000,38782854,365800,23340937,253000,23360596,235900,25047,298300,
seq_1400_38,979300,12814600,485160,2775400,38812828,540600,23358252,196600,23379285,348000,25023,280500,
seq_1400_39,979300,13602700,489072,2562600,38842864,367700,23377073,211200,23397364,243700,25009,281000,
seq_1400_40,979300,13727000,505536,3061600,38872824,354000,23394763,233700,23416087,272700,25015,276000,
seq_1400_41,979300,13153800,485927,3517100,38902830,408300,23411821,195900,23433461,326400,25031,326700,
seq_1400_42,979300,13048900,483284,2810700,38932836,419800,23430264,209600,23451209,231400,25079,277100,
seq_1400_43,979300,12729200,489038,2559200,38962772,402300,23448627,199800,23468950,234400,25036,316500,
seq_1400_44,979300,13420300,494072,2924500,38992780,349400,23467207,201000,23485990,339600,25049,277600,
seq_1400_45,979300,13468200,500975,2657400,39022784,361200,23484431,200300,23504719,239000,25040,275600,
seq_1400_46,979300,12298200,479223,3597600,39052740,437800,23501686,316200,23523601,262300,25009,351700,
seq_1400_47,979300,12776900,494142,2798700,39082736,338500,23520534,243700,23540371,219500,25076,261200,
seq_1400_48,979300,13323500,476990,2650900,39112692,437500,23538737,243600,23562435,429300,25071,317700,
seq_1400_49,979300,19780400,499352,6186400,39142746,538500,23556181,219300,23579363,301800,24984,275900,
seq_1400_50,979300,13445200,498304,2829400,39172740,395300,23574695,224100,23599676,245200,25038,285300,
seq_1400_51,979300,12662500,487806,2722400,39202712,359800,23593704,216100,23618597,246300,25018,313400,
seq_1400_52,979300,12545900,511466,2864100,39232786,411800,23610959,204600,23637621,242900,25022,324800,
seq_1400_53,979300,12828600,473696,2663200,39262808,468200,23628773,214800,23655097,216000,25050,263700,
seq_1400_54,979300,12849200,489395,2797500,39292806,356700,23647179,243700,23672464,237100,25015,286100,
seq_1400_55,979300,13052400,497113,2768400,39322736,346100,23664870,198300,23690268,271500,25076,296300,
seq_1400_56,979300,13171600,473016,2628500,39352804,356700,23682546,207300,23707666,332600,25023,476300,
seq_1400_57,979300,13833700,475378,2804100,39382812,345400,23700172,194500,23725529,264300,25080,276700,
seq_1400_58,979300,13417300,493556,2896500,39412810,361700,23717827,249500,23744591,251900,25035,285300,
seq_1400_59,979300,12708800,483244,2604800,39442894,380200,23737401,372600,23765212,334600,25031,315900,
seq_1400_60,979300,12896700,491314,2769900,39472910,364400,23755125,205500,23782782,236100,25068,323600,
seq_1400_61,979300,12623900,495466,3130300,39502882,324300,23774188,191900,23800846,324100,25026,261600,
seq_1400_62,979300,13001500,499038,2651100,39532920,355100,23793403,201900,23818874,324600,25029,277000,
seq_1400_63,979300,12867400,492502,3127200,39562934,345300,23812973,319400,23836037,232400,25037,278100,
seq_1400_64,979300,13015800,486266,2539400,39592922,334300,23832323,278800,23853013,238800,25002,277300,
seq_1400_65,979300,13514200,481889,2608700,39622918,421800,23849933,194800,23869992,236600,25118,277600,
seq_1400_66,979300,12937200,487678,2789100,39652870,370500,23871202,217500,23887499,355600,25023,286100,
seq_1400_67,979300,13394500,490307,2753200,39682846,470800,23890232,208800,23905961,286500,24994,277400,
seq_1400_68,979300,13082500,476068,2736000,39712838,367300,23908212,205700,23923911,275800,25058,376300,
seq_1400_69,979300,12555600,492463,2862400,39742850,382700,23925849,196300,23942086,237400,25059,277300,
seq_1400_70,979300,12912700,488770,2987300,39772864,407200,23944099,197800,23961205,284900,24987,277100,
seq_1400_71,979300,13003000,500054,2950700,39802828,380500,23961418,198900,23978692,234100,25038,352600,
seq_1400_72,979300,13594100,485224,3169600,39832876,356300,23979158,205700,23999508,288700,25038,278000,
seq_1400_73,979300,13867200,492642,2776700,39862844,347700,23997063,202600,24016793,235600,24990,278000,
seq_1400_74,979300,14691900,507079,5027400,39892818,433300,24014959,202500,24034338,230900,25018,276300,
seq_1400_75,979300,12616900,476816,3047000,39922824,529200,24032864,221400,24052362,234100,25083,353200,
seq_1400_76,979300,13352100,482923,2679600,39952726,397600,24051714,212100,24069893,320900,25021,276500,
seq_1400_77,979300,12775000,492253,2649800,39982690,343700,24068971,200200,24087234,225800,25041,315300,
seq_1400_78,979300,12864500,479539,2725100,40012630,357400,24086903,200700,24106281,354100,25028,570700,
seq_1400_79,979300,12927700,486221,2630100,40042654,454600,24103717,197400,24124193,229700,24961,327600,
seq_1400_80,979300,12264500,499566,3015400,40072680,354600,24123175,253300,24141783,232500,25054,277600,
seq_1400_81,979300,13558300,487492,2718200,40102656,344100,24141041,202300,24159167,234300,25046,406300,
seq_1400_82,979300,12681200,490417,2847900,40132598,336300,24162043,288700,24177980,248800,25044,276200,
seq_1400_83,979300,15212700,491307,2770900,40162618,607400,24181047,231000,24195974,457700,25013,440600,
seq_1400_84,979300,14896500,495640,2734700,40192598,463700,24199812,203900,24213123,233400,25026,276900,
seq_1400_85,979300,12642600,490773,3057500,40222634,374200,24217941,220000,24230925,241200,25033,276900,
seq_1400_86,979300,13526100,501687,2881300,40252600,384300,24238516,220000,24248924,231700,25010,275300,
seq_1400_87,979300,13108400,499406,2852900,40282522,351300,24257826,206500,24267512,234600,25076,314600,
